Row.names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	GeneSymbol	GeneName	Sample_10uninfected	Sample_11infected	Sample_14uninfected	Sample_1infected	Sample_2infected	Sample_5uninfected	Sample_7infected	Sample_9uninfected
ENSMUSG00000021811	18.3530085587362	-1.04857210672177	0.684771888055824	-1.53127212873594	0.125702150850791	0.595347347777295	Dnajc9	DnaJ heat shock protein family (Hsp40) member C9	27	11	14	8	11	23	16	29
ENSMUSG00000031398	150.073667467795	-0.714098297122504	0.46642019484196	-1.53101925049465	0.125764635018169	0.595364908225593	Plxna3	plexin A3	283	138	35	204	37	172	87	137
ENSMUSG00000030213	2275.63115809415	0.251616693589675	0.164358806519868	1.53089876300153	0.125794415013306	0.595364908225593	Atf7ip	activating transcription factor 7 interacting protein	1894	852	806	2518	2462	2731	2238	2051
ENSMUSG00000029811	2.03296573622859	-4.42698506123178	2.89237376645723	-1.53057157154839	0.125875312200972	1	Aoc1	amine oxidase, copper-containing 1	0	0	0	0	0	0	0	13
ENSMUSG00000034912	2.03296573622859	-4.42698506123178	2.89237376645723	-1.53057157154839	0.125875312200972	1	Mdga2	MAM domain containing glycosylphosphatidylinositol anchor 2	0	0	0	0	0	0	0	13
ENSMUSG00000055761	2.03296573622859	-4.42698506123178	2.89237376645723	-1.53057157154839	0.125875312200972	1	Nkain3	Na+/K+ transporting ATPase interacting 3	0	0	0	0	0	0	0	13
ENSMUSG00000096995	2.03296573622859	-4.42698506123178	2.89237376645723	-1.53057157154839	0.125875312200972	1	2810029C07Rik	RIKEN cDNA 2810029C07 gene	0	0	0	0	0	0	0	13
ENSMUSG00000022536	157.273488589448	-0.559154283927189	0.365324868448221	-1.53056726278255	0.125876377801793	0.595543200535857	Glyr1	glyoxylate reductase 1 homolog (Arabidopsis)	172	95	4	80	82	192	210	236
ENSMUSG00000026975	139.479785208705	0.473219913338179	0.309228792749789	1.53032293380611	0.125936814296081	0.595619558573729	Dph7	diphthamine biosynethesis 7	146	22	23	118	200	128	157	99
ENSMUSG00000039850	25.5918396019718	-1.00234034319213	0.655091053903638	-1.53007789866655	0.125997448164444	0.595696796068606	Endov	endonuclease V	41	3	13	6	14	35	30	33
ENSMUSG00000045062	74.2505375375226	-0.756500988097844	0.494559519837342	-1.52964599356343	0.126104378308941	0.595736637214288	Pcdhb7	protocadherin beta 7	100	0	6	77	14	94	69	104
ENSMUSG00000097777	4.07788879684004	2.44191590462063	1.59664289649044	1.52940642518635	0.126163720605354	0.595736637214288	NA	NA	3	0	0	10	8	1	2	0
ENSMUSG00000007670	551.235093380354	-0.339296958493263	0.221861095142807	-1.52932157066504	0.126184744713894	0.595736637214288	Khsrp	KH-type splicing regulatory protein	681	244	126	574	344	681	498	607
ENSMUSG00000032911	10355.5502506117	0.261199019001201	0.170812529468249	1.52915608599867	0.12622575412141	0.595736637214288	Cspg4	chondroitin sulfate proteoglycan 4	9324	5626	2586	9888	13762	9421	9378	11385
ENSMUSG00000009376	658.922911111265	0.333503157570495	0.218107305553341	1.52907834391147	0.126245023277601	0.595736637214288	Met	met proto-oncogene	460	199	115	774	775	816	595	602
ENSMUSG00000036391	280.77243586012	0.453291250407805	0.296468240680704	1.52897068963282	0.126271710252917	0.595736637214288	Sec24a	Sec24 related gene family, member A (S. cerevisiae)	197	19	50	199	474	275	280	289
ENSMUSG00000040621	2.07338446121696	3.50618732878649	2.29319124077449	1.52895548633019	0.126275479432151	1	Gemin8	gem nuclear organelle associated protein 8	1	6	1	8	2	0	1	0
ENSMUSG00000098076	56.9763548919669	-0.627369471995906	0.4105030946595	-1.52829413506929	0.126439525431576	0.596319136777614	NA	NA	77	5	20	32	42	70	57	74
ENSMUSG00000039133	1.93156933769711	4.48348643484644	2.93372685142861	1.52825626307478	0.126448924475868	1	NA	NA	0	0	0	11	0	0	0	0
ENSMUSG00000044216	1.93156933769711	4.48348643484644	2.93372685142861	1.52825626307478	0.126448924475868	1	Kcnj4	potassium inwardly-rectifying channel, subfamily J, member 4	0	0	0	11	0	0	0	0
ENSMUSG00000022427	75.2911228255558	-0.60020971278424	0.392832857736869	-1.52790099138366	0.126537122038912	0.596320003119581	Tomm22	translocase of outer mitochondrial membrane 22 homolog (yeast)	91	42	39	73	35	89	66	110
ENSMUSG00000022335	31.6189834680932	1.20150911328396	0.786390278177258	1.52787890011673	0.126542607862159	0.596320003119581	Zfat	zinc finger and AT hook domain containing	32	1	1	22	99	23	9	6
ENSMUSG00000025507	13.1706873755046	1.39712779883355	0.914495785515626	1.52775750414836	0.126572756872176	0.596320003119581	Pidd1	p53 induced death domain protein 1	10	7	1	38	10	5	7	8
ENSMUSG00000028822	39.085390348867	-0.844621865787107	0.553080060471077	-1.52712405699043	0.126730165883265	0.596396169462027	Tmem50a	transmembrane protein 50A	84	3	30	15	35	40	32	35
ENSMUSG00000014956	26795.7702983238	0.2446720483886	0.160226921198395	1.52703457420644	0.126752414265088	0.596396169462027	Ppp1cb	protein phosphatase 1, catalytic subunit, beta isoform	21941	11057	8602	27976	25741	26632	31093	30047
ENSMUSG00000028973	88.8561022515822	-0.626671583688508	0.410429889198282	-1.52686634229448	0.126794250517816	0.596396169462027	Abcb8	ATP-binding cassette, sub-family B (MDR/TAP), member 8	126	36	72	42	100	72	63	145
ENSMUSG00000025810	304.534523986005	0.371863421432334	0.243560629201946	1.52677968787807	0.126815804107368	0.596396169462027	Nrp1	neuropilin 1	320	115	51	346	374	317	283	212
ENSMUSG00000085189	4.42017736849079	2.60102406519207	1.70379539777127	1.52660587567877	0.126859045086042	0.596396169462027	NA	NA	2	0	6	13	9	2	0	0
ENSMUSG00000022594	425.940147365921	-0.344134217037709	0.225458850217041	-1.52637262501083	0.12691709119275	0.596396169462027	Lynx1	Ly6/neurotoxin 1	596	263	273	337	326	519	433	406
ENSMUSG00000034612	708.907502830799	0.304467633948215	0.199500348069149	1.52615089093821	0.126972290475853	0.596396169462027	Chst11	carbohydrate sulfotransferase 11	688	380	234	786	912	641	590	698
ENSMUSG00000019734	315.312759017616	0.493700952121283	0.323501468728169	1.52611657085282	0.126980835911756	0.596396169462027	Tmc4	transmembrane channel-like gene family 4	310	6	188	415	473	190	188	333
ENSMUSG00000021266	382.094990768133	0.337207077733496	0.220961849224402	1.5260873264644	0.12698811789155	0.596396169462027	Wars	tryptophanyl-tRNA synthetase	389	134	96	499	380	343	363	346
ENSMUSG00000027673	119.074818828656	-0.529276169041653	0.346901716963858	-1.52572369394411	0.127078691116559	0.596514102127104	Ndufb5	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5	198	130	151	72	87	119	126	130
ENSMUSG00000050721	2440.88142950007	-0.231691739516886	0.151866239248258	-1.52563032220833	0.127101956164968	0.596514102127104	Plekho2	pleckstrin homology domain containing, family O member 2	3014	1401	1088	2051	2104	2716	2402	2690
ENSMUSG00000053604	2.24817091348564	3.63271912354018	2.38115784804129	1.52561037754319	0.127106926124102	1	Rpia	ribose 5-phosphate isomerase A	1	0	14	8	0	0	4	0
ENSMUSG00000043782	2.35672476486988	-3.5715924497374	2.34134928879498	-1.52544196068054	0.127148899513591	1	Bicdl2	BICD family like cargo adaptor 2	7	0	13	0	1	7	0	0
ENSMUSG00000090523	424.467617938915	-0.387181520487264	0.253840630559677	-1.52529372320575	0.12718585265528	0.596699572506244	Gypc	glycophorin C	626	194	143	302	416	345	358	557
ENSMUSG00000002496	1172.52138167594	0.322276302827121	0.211349535595038	1.52484982718215	0.127296558546083	0.596853131419068	Tsc2	tuberous sclerosis 2	900	292	244	1341	1560	1177	904	1266
ENSMUSG00000070000	9.64792684912517	1.62058952150404	1.06281649012089	1.52480652734293	0.12730736136471	0.596853131419068	Fcho1	FCH domain only 1	8	2	1	4	31	3	8	4
ENSMUSG00000033826	1.77360005391395	-4.22750675123526	2.77266517364453	-1.52470871399103	0.127331767311836	1	Dnah8	dynein, axonemal, heavy chain 8	10	0	0	0	0	1	0	0
ENSMUSG00000009772	13.1916044167025	1.83282166459254	1.20218904770711	1.5245702563072	0.127366320872929	0.596921418772188	Nuak2	NUAK family, SNF1-like kinase, 2	16	33	0	1	46	1	14	1
ENSMUSG00000097033	17.034711864763	-1.41999237101769	0.932011023127043	-1.52357894464959	0.12761392618145	0.59757266952055	NA	NA	25	48	3	7	0	17	20	37
ENSMUSG00000074141	97.3007942107858	0.539385190362016	0.354040774243822	1.52351149811505	0.127630786263685	0.59757266952055	Il4i1,Gm21948	interleukin 4 induced 1,predicted gene, 21948	64	46	57	113	146	101	78	90
ENSMUSG00000021819	760.074322044527	0.290448739812964	0.190648186211375	1.52348021549461	0.127638606787373	0.59757266952055	Zswim8	zinc finger SWIM-type containing 8	562	508	207	760	799	888	884	749
ENSMUSG00000035762	259.357180668095	-0.345893070920871	0.227084133810024	-1.52319347511192	0.127710308045618	0.597697926314639	Tmem161b	transmembrane protein 161B	281	52	111	242	202	354	222	296
ENSMUSG00000021281	796.367945892481	0.30937099893991	0.203130264736907	1.52301775090288	0.127754264482245	0.597697926314639	Tnfaip2	tumor necrosis factor, alpha-induced protein 2	598	297	281	865	720	768	986	915
ENSMUSG00000046959	10.7902163222099	-1.81477002521521	1.19182151279295	-1.52268607818835	0.127837262635671	0.59787820292147	Slc26a1	solute carrier family 26 (sulfate transporter), member 1	36	0	6	1	2	16	11	1
ENSMUSG00000030551	170.401541290389	0.438061518051353	0.287853574230783	1.52182066601731	0.128054021804415	0.598683719465288	Nr2f2	nuclear receptor subfamily 2, group F, member 2	176	153	95	181	220	179	172	108
ENSMUSG00000043501	6.17187430632701	-2.33187007663543	1.53293794315711	-1.52117708811676	0.128215403498666	0.598990854454183	Lgals2	lectin, galactose-binding, soluble 2	28	0	10	0	1	3	5	1
ENSMUSG00000033182	5.11919497944295	-2.70050358537679	1.77534642662742	-1.52111359499952	0.128231333410392	0.598990854454183	Kbtbd12	kelch repeat and BTB (POZ) domain containing 12	10	0	11	0	0	0	4	18
ENSMUSG00000009545	10.5048502214342	-1.39160591777063	0.914947061252608	-1.52096878246207	0.12826767146616	0.598990854454183	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	15	0	40	4	8	24	5	10
ENSMUSG00000044528	23.0650841896655	-0.955502666988878	0.628269538129749	-1.52084831270548	0.128297907245876	0.598990854454183	Tram1l1	translocation associated membrane protein 1-like 1	36	10	46	11	23	26	12	35
ENSMUSG00000050148	1493.50687599137	0.293896638477326	0.193302369638334	1.52039852913962	0.12841084393253	0.599018058678905	Ubqln2	ubiquilin 2	1169	541	431	1602	1965	1557	1240	1580
ENSMUSG00000040717	123.940584218062	-0.645088722495324	0.424319340245558	-1.52029064270793	0.128437944751113	0.599018058678905	Il17rd	interleukin 17 receptor D	143	67	50	87	54	262	141	83
ENSMUSG00000025279	31.1651313604012	1.21642698807355	0.800143050506572	1.52026189229967	0.128445167536384	0.599018058678905	Dnase1l3	deoxyribonuclease 1-like 3	11	0	7	5	92	11	32	38
ENSMUSG00000022792	69.4604892011328	-0.636221543337699	0.418534984249812	-1.52011556328576	0.128481933752042	0.599018058678905	Yars2	tyrosyl-tRNA synthetase 2 (mitochondrial)	110	71	42	52	72	100	35	60
ENSMUSG00000045658	8.36897099215962	1.75883197149302	1.1574294311443	1.51960190761189	0.128611058182892	0.599317368291305	Pid1	phosphotyrosine interaction domain containing 1	9	0	0	7	25	2	6	1
ENSMUSG00000067370	7.93265702613382	-1.67578409334206	1.10284824163666	-1.51950561289842	0.128635276282069	0.599317368291305	B3galt4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4	24	5	10	4	2	7	5	7
ENSMUSG00000021708	56.472786911974	1.02228025115172	0.672898808756655	1.51921839933204	0.128707531480268	0.599446300063626	Rasgrf2	RAS protein-specific guanine nucleotide-releasing factor 2	26	28	28	17	169	75	38	20
ENSMUSG00000072844	11.0717026518034	1.59650045713536	1.05116932790158	1.51878523731511	0.128816563023369	0.599739666383429	G530011O06Rik	RIKEN cDNA G530011O06 gene	2	3	2	11	32	14	6	2
ENSMUSG00000040747	13.596481914168	1.31096357223983	0.863263289860423	1.5186138315366	0.128859727516118	0.599739666383429	Cd53	CD53 antigen	10	0	0	12	36	10	9	5
ENSMUSG00000035248	1923.95853306806	0.34608475429146	0.227964385022702	1.51815273362545	0.128975899901815	0.600072647086439	Zcchc6	zinc finger, CCHC domain containing 6	1381	978	387	1559	2910	1743	1845	2308
ENSMUSG00000029422	64.8430505333778	0.727752756878691	0.479441323522072	1.51791829609612	0.129034997004019	0.600139941098594	Rsrc2	arginine/serine-rich coiled-coil 2	32	29	49	94	103	84	39	42
ENSMUSG00000074715	4.15319607755194	2.92799249926616	1.92956821960985	1.51743404016998	0.129157135024953	0.600500289607719	Ccl28	chemokine (C-C motif) ligand 28	3	0	0	17	0	0	4	0
ENSMUSG00000028266	4.43333523239263	-2.45886751930275	1.62061446974752	-1.51724396221504	0.129205100625763	0.600515652614591	Lmo4	LIM domain only 4	10	0	2	0	0	10	4	4
ENSMUSG00000024201	364.880508599581	0.3842428962408	0.253529437127255	1.51557507717707	0.129626832997625	0.602107105558555	Kdm4b	lysine (K)-specific demethylase 4B	290	129	79	453	283	309	467	414
ENSMUSG00000050379	24.6434660588527	0.938095186462905	0.618986316312354	1.51553461157536	0.1296370720357	0.602107105558555	Sept6	septin 6	20	9	12	47	27	19	20	15
ENSMUSG00000020868	932.337705754975	0.297036995357196	0.196052445104297	1.51508947108095	0.12974974768339	0.602422343698504	Xylt2	xylosyltransferase II	668	294	163	903	1012	916	1089	1101
ENSMUSG00000041040	71.2199401947488	0.613258820799003	0.404874999025393	1.51468681018889	0.12985173621437	0.602501809667206	Fam117b	family with sequence similarity 117, member B	48	31	8	105	95	75	51	58
ENSMUSG00000030769	9.96842101534035	-2.11051902736083	1.39345314646747	-1.51459633408643	0.129874661141887	0.602501809667206	Slc5a11	solute carrier family 5 (sodium/glucose cotransporter), member 11	2	0	0	0	0	8	11	42
ENSMUSG00000037509	14.7693809178929	1.94666680342857	1.28536021364771	1.51449125525999	0.129901290065836	0.602501809667206	Arhgef4	Rho guanine nucleotide exchange factor (GEF) 4	1	4	0	62	0	17	5	2
ENSMUSG00000013846	280.344400598009	0.464048186006553	0.306463197030494	1.51420526348023	0.129973787153777	0.602578736285729	St3gal1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	314	154	21	275	474	215	203	221
ENSMUSG00000039684	15.3303221768441	1.31398717806662	0.867927434310117	1.5139366796385	0.130041900033353	0.602578736285729	NA	NA	11	0	0	22	38	7	4	10
ENSMUSG00000031158	74.7653654822163	-0.567407546075856	0.374867328392915	-1.51362229540882	0.130121663084858	0.602578736285729	Timm17b	translocase of inner mitochondrial membrane 17b	110	49	50	53	62	68	61	106
ENSMUSG00000029388	16.6331225799188	-1.25308383783961	0.827902480294722	-1.51356454131353	0.130136320119353	0.602578736285729	Eif2b1	eukaryotic translation initiation factor 2B, subunit 1 (alpha)	14	7	10	2	16	41	11	21
ENSMUSG00000018841	45.7242629638291	-0.666007578157922	0.440032334100946	-1.51354236165094	0.130141949291518	0.602578736285729	Rad51d	RAD51 paralog D	67	3	7	39	30	57	34	55
ENSMUSG00000048327	8.70924320779688	-2.03940444700867	1.34819952348521	-1.51268741123467	0.130359078765831	0.603376307430416	Ckap2l	cytoskeleton associated protein 2-like	5	1	4	0	0	10	10	30
ENSMUSG00000078995	2.33503182242185	-3.55683215940613	2.35155969288432	-1.5125417271647	0.130396105774257	1	Zfp456	zinc finger protein 456	5	0	0	0	0	9	1	0
ENSMUSG00000024570	76.2667515527327	0.632886408640784	0.41850882055899	1.5122415049591	0.130472435872877	0.603693177132384	Rbfa	ribosome binding factor A	52	31	43	113	81	102	76	39
ENSMUSG00000036955	436.683461380958	0.316817879180024	0.209532271811983	1.51202426452146	0.130527689858017	0.603741079405195	Kif1bp	KIF1 binding protein	417	266	237	424	585	447	408	381
ENSMUSG00000054934	56.5130269824532	-0.812875823757901	0.537871073259991	-1.51128377072061	0.130716167050413	0.604303193232806	Kcnmb4	potassium large conductance calcium-activated channel, subfamily M, beta member 4	42	21	41	54	13	115	52	76
ENSMUSG00000053550	5.20822650864783	5.91651723332662	3.91551366844722	1.51104496991143	0.130776993793361	0.604303193232806	Shisa7	shisa family member 7	0	0	0	0	31	0	0	0
ENSMUSG00000030518	6.80811002101287	-2.45808086918064	1.62695455714718	-1.51084789577087	0.130827208557708	0.604303193232806	Fam189a1	family with sequence similarity 189, member A1	16	28	0	6	0	21	0	0
ENSMUSG00000094870	67.253956819178	0.56187269978043	0.371894020972421	1.51084090653368	0.130828989699591	0.604303193232806	Zfp131	zinc finger protein 131	60	16	3	80	76	68	78	46
ENSMUSG00000022560	64.3410693265907	-0.716679940856203	0.474496455370863	-1.51040104250315	0.130941122787528	0.604541931012729	Slc52a2	solute carrier protein 52, member 2	118	46	17	20	61	66	62	70
ENSMUSG00000016526	2.32944882374304	-3.55346064493045	2.35288531592361	-1.51025662869402	0.130977953972559	1	Dyrk3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	0	0	0	0	0	5	1	9
ENSMUSG00000025381	37.2078001982371	-0.748541568305588	0.495660482682968	-1.51019012904518	0.130994916692436	0.604541931012729	Cnpy2	canopy FGF signaling regulator 2	60	9	17	28	26	55	27	34
ENSMUSG00000035585	50.603991468519	0.639298250025386	0.423345703784225	1.51010921880344	0.131015557561438	0.604541931012729	Tsen34	tRNA splicing endonuclease subunit 34	31	41	42	59	61	44	60	52
ENSMUSG00000021179	255.737119457577	0.472726619066542	0.31308957632429	1.50987658106159	0.131074919417066	0.604608358998928	Nrde2	nrde-2 necessary for RNA interference, domain containing	126	54	66	289	370	314	210	252
ENSMUSG00000074824	3.01073391721637	-2.96677878756735	1.96568348467164	-1.50928611381346	0.131225681790762	0.604618863423933	Rslcan18	regulator of sex-limitation candidate 18	4	0	0	0	0	2	2	11
ENSMUSG00000032733	152.079319564287	-0.482426236381147	0.319647192621498	-1.50924596716981	0.131235937202067	0.604618863423933	Snx33	sorting nexin 33	229	113	79	144	146	178	80	158
ENSMUSG00000088377	3.81594602599802	-2.65552803527173	1.75964823258505	-1.50912437275635	0.131267002138463	0.604618863423933	NA	NA	10	0	0	3	0	9	0	2
ENSMUSG00000021288	285.3035584763	-0.320397446281533	0.212308001997382	-1.50911620507588	0.131269089021502	0.604618863423933	Klc1	kinesin light chain 1	309	112	236	236	241	355	264	351
ENSMUSG00000025169	7.89485968486662	1.69049035485135	1.12028136857415	1.50898729754199	0.131302028945254	0.604618863423933	Ogfod3	2-oxoglutarate and iron-dependent oxygenase domain containing 3	1	15	2	18	11	3	6	8
ENSMUSG00000063108	270.822921476113	0.373268091486001	0.247438687585405	1.50852760790354	0.131419546261588	0.604952830891238	Zfp26	zinc finger protein 26	221	140	40	349	319	259	223	276
ENSMUSG00000051278	10.2718784553445	-1.7280643912217	1.1459785784308	-1.50793777802369	0.13157045267921	0.605120055807606	Zgrf1	zinc finger, GRF-type containing 1	29	2	4	0	3	16	11	5
ENSMUSG00000044317	59.7291115787791	0.668895542111443	0.443635289752723	1.50775999466652	0.131615964415427	0.605120055807606	Gpr4	G protein-coupled receptor 4	59	58	10	55	111	43	49	45
ENSMUSG00000020925	60.1691254943987	-0.751323746912791	0.498324934609802	-1.50769848091405	0.131631714499252	0.605120055807606	Ccdc43	coiled-coil domain containing 43	87	88	16	13	62	73	57	81
ENSMUSG00000022521	3935.27500183859	0.2307823684737	0.15307651289732	1.50762755242865	0.13164987696028	0.605120055807606	Crebbp	CREB binding protein	3161	2001	1238	3792	4290	4520	4335	3951
ENSMUSG00000028555	27.8775955020983	1.10212413684936	0.7311662045925	1.50735103718805	0.131720701999792	0.605120055807606	Ttc39a	tetratricopeptide repeat domain 39A	33	27	6	20	77	13	15	10
ENSMUSG00000002803	68.6796134397693	0.572934447807818	0.380098689942748	1.50733076163487	0.131725896426362	0.605120055807606	Btbd6	BTB (POZ) domain containing 6	51	51	6	101	66	64	72	62
ENSMUSG00000042156	134.311495745711	-0.487600960440692	0.323536586960994	-1.50709681715063	0.131785842524084	0.605188674378019	Dzip1	DAZ interacting protein 1	203	52	68	109	79	165	138	132
ENSMUSG00000022146	600.353968055908	0.965346553456648	0.640785021563111	1.50650611511145	0.131937298510361	0.605677335531006	Osmr	oncostatin M receptor	549	280	57	281	1365	429	695	318
ENSMUSG00000040852	2184.82404020931	0.218235744814799	0.144929971884077	1.50580133272472	0.132118181116764	0.605817992084336	Plekhh2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2	2075	717	686	2084	2413	2376	2370	2020
ENSMUSG00000025511	255.089811042619	0.47336051205579	0.314378625516704	1.50570195819702	0.132143701065742	0.605817992084336	Tspan4	tetraspanin 4	228	190	191	242	428	303	199	155
ENSMUSG00000027750	17177.4535363568	-0.253191890860458	0.168165654714545	-1.50560999682272	0.132167320676488	0.605817992084336	Postn	periostin, osteoblast specific factor	20832	13913	11487	18007	12797	20877	14830	18033
ENSMUSG00000063727	23.5528474609974	-1.1540807265772	0.766598346070426	-1.50545684385181	0.132206664163252	0.605817992084336	Tnfrsf11b	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	29	20	7	2	15	56	26	20
ENSMUSG00000029414	87.6647708822974	-0.804918121850691	0.534682460929429	-1.50541336338491	0.132217835519475	0.605817992084336	Kntc1	kinetochore associated 1	116	25	64	57	108	47	22	191
ENSMUSG00000024766	27.5338562864324	-0.830519926625785	0.551745678549264	-1.50525859814529	0.13225760500118	0.605817992084336	Lipo3	lipase, member O3	34	25	5	15	21	41	22	38
ENSMUSG00000040021	348.185081846447	-0.365364582105493	0.242741597156587	-1.50515851582621	0.132283327737588	0.605817992084336	Lats1	large tumor suppressor	348	166	165	289	240	543	359	370
ENSMUSG00000037225	7.67039581185992	-1.78413659481212	1.18574433119168	-1.50465538639265	0.132412698661189	0.606203999386569	Fgf2	fibroblast growth factor 2	16	6	0	5	0	16	5	6
ENSMUSG00000075410	3.1146394170907	3.16199677648707	2.10222894002702	1.50411628166741	0.13255142873655	0.606515470995574	Prcd	photoreceptor disc component	1	0	0	15	1	1	0	0
ENSMUSG00000097266	23.4675821076312	1.02507157892556	0.681545213250019	1.50404046422306	0.132570948182061	0.606515470995574	NA	NA	6	29	3	33	42	22	17	22
ENSMUSG00000019124	42.0103563106106	-2.09339660951157	1.39219882030344	-1.50366210557146	0.132668391111826	0.606754825472659	Scrn1	secernin 1	54	9	16	0	13	114	34	52
ENSMUSG00000033470	10.8076033491003	1.62853706985169	1.08324021046377	1.50339421867885	0.132737416544966	0.606864094819316	Cysltr2	cysteinyl leukotriene receptor 2	5	18	0	2	7	8	39	4
ENSMUSG00000078908	787.034659580984	0.325514935677183	0.216550409432529	1.5031831919884	0.13279181059668	0.606906419198829	Mon1b	MON1 homolog B, secretory traffciking associated	542	364	314	1023	748	809	778	893
ENSMUSG00000035960	3.61914496460514	-2.61743080406657	1.74216399959317	-1.50240207275423	0.132993301379633	0.607562736771262	Apex1	apurinic/apyrimidinic endonuclease 1	5	0	0	0	3	7	0	8
ENSMUSG00000021186	267.995658947463	-0.478427217784828	0.318468206923499	-1.50227623161063	0.133025784400907	0.607562736771262	Fbln5	fibulin 5	489	175	132	288	180	256	183	244
ENSMUSG00000087651	1486.37392283553	-0.299111497780627	0.199132573427282	-1.50207217549898	0.133078469886071	0.607596979995965	1500009L16Rik	RIKEN cDNA 1500009L16 gene	1795	823	456	1109	1203	1392	1583	2042
ENSMUSG00000051224	9.28683871927087	-1.80377936427033	1.20110648816007	-1.50176473281189	0.133157879370889	0.607693941561809	Tceanc	transcription elongation factor A (SII) N-terminal and central domain containing	8	2	0	5	0	4	7	34
ENSMUSG00000030800	266.422276988625	0.483390232489987	0.321934603214782	1.50151685361852	0.133221930881862	0.607693941561809	Prss8	protease, serine 8 (prostasin)	224	17	190	305	410	154	193	330
ENSMUSG00000069895	378.611527314947	0.408837236250349	0.272292190340346	1.50146515674699	0.133235292259721	0.607693941561809	Atxn1l	ataxin 1-like	405	186	176	273	481	391	512	244
ENSMUSG00000002297	2.31064628306672	-3.53837404042132	2.35701079465112	-1.50121248848377	0.133300610866342	1	Dbf4	DBF4 zinc finger	0	0	0	1	0	9	0	5
ENSMUSG00000040694	1.6719363142402	-4.14733898457393	2.76281969020428	-1.50112546225095	0.133323114214415	1	Apobec2	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 2	0	0	0	0	0	8	0	3
ENSMUSG00000029407	142.810488137434	-0.453753367745225	0.302342062922123	-1.50079470702726	0.133408668120822	0.608188761468625	Uso1	USO1 vesicle docking factor	168	40	79	87	135	221	131	141
ENSMUSG00000036097	472.631190819106	-0.293277722547091	0.195447609144948	-1.50054392494303	0.133473564304859	0.608188761468625	Slf2	SMC5-SMC6 complex localization factor 2	511	305	177	362	451	654	429	505
ENSMUSG00000056602	127.972709721066	0.490150037602939	0.326679937310319	1.50039834597292	0.133511247736677	0.608188761468625	Fry	FRY microtubule binding protein	92	74	53	155	124	165	157	86
ENSMUSG00000018761	143.105479588027	-0.436405495228899	0.290869834228905	-1.50034635384521	0.133524708006499	0.608188761468625	Mpdu1	mannose-P-dolichol utilization defect 1	209	87	104	113	112	145	130	170
ENSMUSG00000021319	1.87293724100936	4.4412578437268	2.96106470449122	1.49988544221627	0.133644079584808	1	Sfrp4	secreted frizzled-related protein 4	0	0	0	0	0	0	11	0
ENSMUSG00000085583	2.92291862541647	3.02190714579138	2.01484244377454	1.49982305322606	0.133660244062284	0.608324669172805	NA	NA	2	0	0	10	4	0	1	0
ENSMUSG00000028381	2628.24028476628	0.269644532199015	0.179792408996785	1.49975482114952	0.133677924167428	0.608324669172805	Ugcg	UDP-glucose ceramide glucosyltransferase	2348	968	526	2137	3237	2352	3039	2922
ENSMUSG00000020155	273.637855976636	-0.360507849331519	0.240385493988809	-1.49970717179924	0.133690272006964	0.608324669172805	Kcnmb1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	332	164	71	231	196	283	272	367
ENSMUSG00000024177	3.02139429843233	-2.94165092064447	1.96187646247763	-1.49940680613982	0.133768128995821	0.608437179405285	Nme4	NME/NM23 nucleoside diphosphate kinase 4	4	0	10	2	0	2	0	11
ENSMUSG00000031004	38.8035086352832	-0.733829391609985	0.489460185662146	-1.49926268388358	0.13380549899609	0.608437179405285	Mki67	antigen identified by monoclonal antibody Ki 67	69	1	8	29	28	42	28	43
ENSMUSG00000003500	1664.06183765953	0.321395697851467	0.214502543383532	1.49833047562895	0.134047409862489	0.609162489572452	Impdh1	inosine monophosphate dehydrogenase 1	1510	518	491	1643	2183	1162	1580	2046
ENSMUSG00000018286	38.7280404315137	-0.885304513146618	0.590946985428549	-1.49811156495638	0.134104266859768	0.609162489572452	Psmb6	proteasome (prosome, macropain) subunit, beta type 6	64	42	16	9	34	70	37	27
ENSMUSG00000046314	38.4334877632	0.773090394419	0.51607805869684	1.49801058462192	0.134130500457502	0.609162489572452	Stxbp6	syntaxin binding protein 6 (amisyn)	32	8	11	64	42	40	35	19
ENSMUSG00000031109	28.694678578393	-0.809784728023972	0.540595274875768	-1.49795006663731	0.134146224276664	0.609162489572452	Enox2	ecto-NOX disulfide-thiol exchanger 2	39	15	19	16	23	42	22	36
ENSMUSG00000022680	3017.09249422676	0.281660496262111	0.188090396694142	1.49747409337503	0.134269941635882	0.609190752542596	Pdxdc1	pyridoxal-dependent decarboxylase domain containing 1	2176	1275	583	3092	3140	2772	3435	3784
ENSMUSG00000029438	425.971765010661	0.353855958457196	0.236306924305271	1.49744219090284	0.134278237040563	0.609190752542596	Bcl7a	B cell CLL/lymphoma 7A	284	195	122	542	467	448	384	470
